0: 본 방송과 방송에 사용된 미리듣기 음악은 벅스에서
16:  그룹 후는 자신들의 노래 마이제너레이션 해서 힘들기 전에 우리 세대가 가기전에 빨리 죽자 이렇게 노래를 냈습니다
419:  오늘 방송 시작부터 목소리 지긋이 깔고 착 가라앉은 사무실 쪽에 와 있습니다 이렇게 방송 진행하다가 한 20분 쯤 지나고 나면은 야하 우리 괜히 분위기 적당히 메탈리카 한방 쾅쾅 뭐 이럴 거라고 생각하실 수도 있겠지만 오늘 방송 그런 분위기 아닙니다 대전에 지금 상태가 매우 좋지 않습니다 왜 상태가 좋지 않냐
452:  자분자분 설명을 드리도록 하지요 요즘 우리 라이크 쪽에 게시판이 개편했습니다 베타버전 게임 2 생기고 유머 여러가지 재미있는 것들이 생각 없는 거에 대해서 지금 게시판 색깔 눈 아파 뭐 뭐 얘기를 많이 나오고 있는데 지금 운영자들 하고 따로 의논해서 여러분들 불편해하시는 사람들 다 아주 편하게 지낼 수 있도록 바꿀 검단 그거는 그런데 요즘 게시판에 신청 국립수사연구원 올라오는 사연 들어 보니까
488:  솔직히 마음에 안 듭니다
491:  이상 게시판 하고 관계없는 글들이 너무 많이 올라오고요 그리고 그 아내를 막 뒤졌더니 그들이 예전같지 않다 이게 번개 이후에 벌어진 현상이에요 번개 하고 나서는 한 이틀 첨부 번개 기만하는 번개 10분 휘날리더니 이제는 뭐 게시판 개편하고 나니까 가서 게임 하느라고 정신 없으신 거 같은데 못 줬습니다 여러분들이 라디오 방송 에다가 먹을 보내서 이걸 의무적으로 해야 되는 극작가 문애진 작가도 아니고 그냥 주변에 좋은 얘기가 있을 때도 있고 없을 때도 있고 그런 거 안 돼 근데 들어오는 사람들은 점점 많아지고 있다 고요 이게 현상이
536:  지금 송우리 문을 연지 두 달 조금 넘은 시점이 있어서 하루 페이지뷰가 지금 100만 육박하게 되는데 그럼에도 불구하고 여러분들은 지금 나 놀리고 전부 농땡이 치는 놀고 있단 얘기죠
552:  기분 나빴어요 나 4시라고 하는 얘기야 저 무지하게 더 나쁘거든요이 건방지게 성경 말씀 인증서 죄송합니다 많은 걸 보니 이런 말이 있잖아 나가야 회는 질투하는 시니
565:  이적의 마음은 삐지는 BJ거든요 물론 그런다고 여러분들이 사연을 그렇게 열심히 올리신다고 해서 제가 다 읽는다는 보장도 없고 방송에서 그릴 수 있는 숫자로 딱 정해져 있고 그리고 사용하고 상관없이 장난치고 특집 할 때가 많잖아요 그거는 사진이 무지하게 많이 쌓여 있으면 불구하고 하이 안타까워라 저걸 다 소화를 못 하네 할 때 얘기지 여러분들이 글 내용이 길어서 예전하고 그리 좀 아닌 거 같다라고 하면서 그게 뭐 모자라서 특집을 한다든지 이런 일은 없다
603:  음 모른다 여러분들 계속 그딴 식으로 나오면 저 2만 갈지도 몰라요 오늘 방송 여러분들의
619:  사연 내지는 게시판에 사연 신청곡 올라오는 등등등 문제 관련하여 항의하는 뜻으로 1시간 동안 그냥 노래만 들겠습니다 진짜야
644:  1시 반이라 그랬는데 떠들다 보니 벌써 15분 노래 제목은 잊어서 소개 하겠죠 헐크의 뛰어 무섭죠 Godfather 그리고 sbs.co.kr 지금 삐져 있습니다 당장 가셔서 글 올리십시오
690:  얼르고 달래고 주지 않으면 처리는 도망갑니다 이게 뭡니까 게시판 이게
730:  나는 나는 나는 애정 자들에게도 버림받은 DJ DJ 사람은 무진장 들어온다는데 게시판에 난 그런 열어보면 오면 냉면 냉면 냉면 이대로 살아야 하는가
754:  동전을 던져서 앞면이 나오면 DJ 계속하고 뒷면이 나오면 때려 어디론가 멀리 멀리 학생이에요 버립니다
781:  근무 말이 그렇다는 얘기니까요 뭐 신경 쓰지 마시고 바쁜 일 있으면 바쁜 일을 하시고 각자 생활들 계시고 뭐 해야 할 일도 많은데 언제 고스트 서현 정성들여서 뭐 이렇게 올린 실시간 아 아 예 뭐 그러니까 그렇게 하시고요 웃으면서 보내 드리죠 뭐 방송 1시간 끝날 때까지 용량으로 진행 할 거냐고 생각하겠죠 그건 저도 알 수 없어요 왜 눈물이 나가는 게시판 것 좀 보고 와야지
841:  외로워
866:  응 뭐이 정도 이제 계속해서 난리부르스를 쳤으면 벌써 시간도 절반 이상 아까운시간 하려고 해서 일정 사보타지 내지는 뭐 스트라이크라고 생각하셔도 좋고 마이크에 대고 떠들고 있으니까 스트라이크 날이구나 사보타지라고 생각을 해도 좋고 근처 뭐 그러면 이제 시간도 키울 거니까 다시 한번 제가 저 분은 전개해서 심기일전해서 나머지 30분 동안 즐거운
902:  아 좀 뭐 때문에 왜 뭐
973:  아 정말 뭐 뭐 때문에 방송이 한데 뭐 뭐 내 옛날 생각해서 정말 성질 죽이고 착한 살라 그랬는데
1005:  내가
1007:  이 평소에 좀 점장은 그렇지 어릴 때부터 나 한번 주댕이 앞으로 튀어나오면 나 아무도 못 말려 소리가 왜 이래 왜 계속 이런 걸 보면서 내가 계속 방송을
1048:  그렇지만 고스트스테이션 thestudio.kr 요즘 제가이 주소를 한동안 아니고 프로그램 제목도 얘기 안 하고 막 이러면서 방송 했더니 무슨 방송 듣기 Song 2 자막 오셨나봐 했는데 어차피 예정된 거니까 말씀드려야 겠네요 흐드러지게 복잡한 상황에서도 고스트스테이션 사수대를 모집합니다 이사수 대로 뭐냐면 최근 게시판에 제가 검색을 해야 되잖아요 검색하고 있는데 무슨 이상한 다단계판매도 아니고 막 그런 거를 누가 올려놨던 아니야 자기가 번 만 원짜리를 문 실제로 보여 준다는 어쨌든 그러면서 뭐 돈 벌러 게시판에 잡상인들이을 비롯하여 반동분자들이 설친 거 계속 놔두는게 다 이걸로
1108:  고운 말로 그러지 마세요 라든가 그런 거 내용 가지고 우리 들어오지 마세요라고 한다고 해서 절대로 알아먹을 사람들이 아니지 않습니까 그래서 그런 종류의 폭력에는 능력으로 대응을 해야 된다 그런게 제 생각입니다 이게 21세기 패럴 시대라고 얘기를 하더라고요 그래서 21세기 되면 전면전쟁 무서운게 아닌데 뒤에서 뒤통수치고 게릴라 점심 약속 정해서 알려 괴롭히는게 제일 짜증이납니다 스테로이드는 케로로대 쳐야 된다 고스트 40대에는 고스트스테이션 지킬 우리의 무렵 무대가 되겠습니다 모집인원은 공공 누구야 그리고 백수 정신에 충실하여야 시간이 특히 남아돌고 계신 분들 환영합니다 아울러 함께 하면 있어서 나 내일 학교 가야 돼 시험 보러 가야 돼 직장을 이런 얘기 하신 분들은 애시당초음 뭐 하지 말아주세요 내용은 뭐 뭐가 있냐면요 일단 그 인간
1168:  좆 인랑족 아인데 2조는 10명 이내로 모집해서 어떤 역할을 하는 팀이 내면 우리한테 이상한 내용의 글을 올리거나 이래서 게시판을 짜증나게 사람들의 아이피어드레스 years 등등 추적하는 추적 출조가 되겠습니다 낙타눈썹 딴 낙타눈썹 너는 뭐 하는 당신 하면은요이 돌격대 돌격하면 있어서 폭탄 메일을 5억만 개씩 날려주시는 방법 등을 지도하고 각종 시스템 등을 정비하여야 기술적인 지원을 안 아주 중요한 단체가 되겠어요 낙타에 눈썹을 뽑아서 그걸 다른 용도로 쓸 수 있다라는 것을 길길이 연구하고 연구한 옛날 사람들의 정신을 기리기 위해 많은 연구가 있어야 되겠습니다 그다음에 핵심이라고 얘기할 수 있는 조리퐁 돌격대 조리퐁 돌격대는 우리가 조립품을 공중에 확 크로노스 시
1228:  사람들의 대가 아니 그 머리 숫자로 각자 맡은 바 분량을 맞고 폭탄메일 등등 또 욕설난무 폭력 협박 뚱땡이는 하나씩 무조건 환영하겠습니다 뭐 그 이외의 깻잎단 같은 것도 있는데 이제 깻잎 저는 여성특공 부대가 되겠고요 7공주 다니는데 7공주다는 뭐냐면은 2부대의 사기를 진작하기 위한 문화 선전선동 공연단이 되겠어요 많은 의무가 있기를 바랍니다 의령 믿냐 지금까지 고스트스테이션 들어 놓고 이거를 바다 접었지 또
1288:  내게 nobody's home 있습니다 이건 또 가야겠네 18 얼마나 한다고 했는데 비참한 청춘시대 핑계 좀 5만원 한다는 핑계로 123 선생들 분명 좋아하는 생기긴 했지만 & 123 아들한테 이별을 고하고 나는야 학교에서 기업들의 있고 저기 한번 뽀대나게 서라벌대학이라고 다짐했던게 엊그제 같은데 지금 두 달도 못 채우고 아르바이트도 때려치고 백수 생활 중 좌측 주고 나니까 돈이 안 남아서 동아리 언니랑 남자친구가 쌀이랑 반찬 벌어다 주면 그걸로 먹고사는 비참한 인생 크크크
1348:  게다가 나 나올 때 아빠랑 대판 싸우고 나서 우리 집에는 돈 한 푼도 안 준다고요 핸드폰도 끊기고 하지만 그림 그릴 시간 많아졌지 확실히 콜라 지금의 가고 학교 지금 안 하겠다고 나선 이상 남들보다 하나라도 더 배워야지 내 원래 천성이 게으르고 털털하고 섬세하지 못하지만 만화 하나만큼은 열심히 그릴 자신이 있다 만화 문하생으로 들어가려고 준비 중 언젠가 제가 아니면 하더라도 만화가 돼서 만화 그리기 되면 원구 꼬시는 대마왕의 흔적이 자리 잡고 있으리라 판타지물 그리 쉬려고요 기억을 읽으면 다리를 좀 길게 그려주세요 18 만화 한다고 자퇴했는데 예배하는 리플 도우시리 일꾼 근데 이거 충고 너무 매몰차게 음악 산다는 휭하게 얘기했어요 컴백홈 하세요 단순히 아마추어 달라고 어울리면서 개나 소나 다 돼 미안해라고 생각하시고 살고 있다면 오산입니다
1408:  머리에든게 있어요 그럴 수도 그림을 그리던 하는 겁니다 지겨운 수업 시간 보기 싫은 선생 아 새끼들 때문에 공부도 그만뒀다고 농담 얘기했지만 그 정신으로 하실까봐 화실 분위기만 망쳐놓을지 실제 걱정되네요 어느 확실히 좀 분위기 비슷하겠죠 놀기 좋고 신기하고 처음에는 그래요 한 달 두 달 그러다 보면 지겹고 짜증나고 그 분위기 싫어져서 하실 분이 망치고 등등 집에 올 때는 엄청 지겨울 겁니다 수업시간에 선생님이 되는 거보다 더 그렇다고 안 배울 수 없는 과정 결국에는 한달도 안되서 보기 한살이 계속 철입니다 어시스 말도 그 지겨우면 속이고 결론은 학교 생활 못 잤는데 하실 생활은 참을 수 없다라고 말해 드리고 싶어요 학교 생활부터 마치고 하세요 대학생인 거 같은데 만화 판에서 배우는 거 보다 대학에서 주소 듣는게 더 같이 있는게 많을 거예요 고등학생이었던 같은데요 그 쓴소리 좋다고 하셨습니까 뭐 마음에 안 드시면 무시함 되는 거고 마음에 드시면 그중에서 건지 말 건지 쉬고요
1468:  이렇게 해서 오늘 고스트스테이션 사보타지 폐업 특집으로 매우 방만하게 건방지게 보내드린 방송 마지막은 석고개 제 2절 얻으라고
1482:  제 목소리 그래서 잘 들리지 않았던 퀸의 I want to never ever 있을 때 잘해
1490:  이라는 뜻으로도 해석할 수 있겠죠 이런 것 때문에 오늘 제가 왕창 삐져 있었다고 해서 뭐 미안하게 생각하시는 분이 계시다면 이렇게 말씀드리고 싶네요
1502:  아니다 친구끼리 미안한 거 없다
1508:  국은 내가 니 시다바리가 미각을 올리라고 하면 올려야 되나 알아보실 분들도 계실지도 쩜 쩜 쩜 쩜 쩜 쩜
